id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
948895371396304896,948835503964639232,2018-01-04 12:34:20 UTC,2018-01-04,12:34:20,0,842853666960936961,polareclipse1,Eric Dehais,,"@AukeHoekstra Only practical orbit for continuous delivery would be geostationary (which is far &amp; expensive to reach). Equatorial receiving station is optimum. So, back to the Sahara. Far simpler to buy solar from Morocco, Tunisia and Algeria (which happily sells us natural gas now).",en,[],[],[],1,0,1,[],[],https://twitter.com/polareclipse1/status/948895371396304896,False,,0,,,,,,,,"[{'screen_name': 'AukeHoekstra', 'name': 'AukeHoekstra', 'id': '16933019'}]",,,,
