id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1313733580816740352,1313733580816740352,2020-10-07 06:51:08 UTC,2020-10-07,06:51:08,0,1285559819017936896,powersolutionme,Power Solution Industries,,"PSI is the 1st BSI Kitemark certified Cable Management systems manufacturer in the Middle East. Our distribution network is spread across UAE, Saudi Arabia, Kuwait, Bahrain, Oman, Qatar &amp; other countries of Middle East &amp; Africa.  #psi #powersolution #Mea #bsicertified  https://t.co/4uCM3XRmer",en,[],[],['https://pbs.twimg.com/media/EjtRpbrU0AE7XNW.jpg'],0,0,1,"['psi', 'powersolution', 'mea', 'bsicertified']",[],https://twitter.com/powersolutionme/status/1313733580816740352,False,,1,https://pbs.twimg.com/media/EjtRpbrU0AE7XNW.jpg,,,,,,,[],,,,
