id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1089990147934949376,1089990147934949376,2019-01-28 20:54:36 UTC,2019-01-28,20:54:36,0,821806139172122627,westcameroons,Southern Cameroons |Anglophone Lives Matter,,"🚨BREAKING🚨 Prof Maurice @KamtoOfficiel has bn placed under House Arrest. He's being held at Albert Djonzang's Residence In Douala.  While Célestin Djamen, receiving tream't after being shot by #Cameroon police, seized frm his hospital bed &amp;taken to Douala Central Police Station  https://t.co/zBfHys3iYE",en,"[{'screen_name': 'kamtoofficiel', 'name': 'maurice kamto', 'id': '956237994792538113'}]",[],[],0,4,2,['cameroon'],[],https://twitter.com/WestCameroons/status/1089990147934949376,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1089990104880480256/pu/img/H0bsRRDm3IqDUYQ7.jpg,,,,,,,[],,,,
